Index,TimeTag,Alias,ARINC429
4053,0d:5h:09m:27.988 589s,Set Magnetic Heading,0x825C0023
4054,0d:5h:09m:27.991 469s,Body Pitch Acceleration,0x1FFFE02A
4055,0d:5h:09m:27.994 349s,Body Roll Acceleration,0x8016E02B
4056,0d:5h:09m:27.997 229s,Body Yaw Acceleration,0x0000002C
4057,0d:5h:09m:28.000 109s,Altitude Rate,0x02A2008A
4058,0d:5h:09m:28.002 989s,Altitude Rate,0x0015009A
4059,0d:5h:09m:28.005 869s,Integrated Vertical Acceleration,0x8045FCB5
4060,0d:5h:09m:28.008 749s,Present Position - Latitude,0x1B05FC8
4061,0d:5h:09m:28.011 629s,Present Position - Longitude,0x8ED82FC9
4062,0d:5h:09m:28.014 509s,Ground Speed,0x007F60CA
4063,0d:5h:09m:28.017 389s,Pitch Angle,0x1C2EC0D4
4064,0d:5h:09m:28.020 269s,Roll Angle,0x1FBE80D5
4065,0d:5h:09m:28.023 149s,Body Pitch Rate,0x000280D6
4066,0d:5h:09m:28.026 029s,Body Roll Rate,0x000F80D7
4067,0d:5h:09m:28.028 909s,Body Yaw Rate,0x800000D8
4068,0d:5h:09m:28.031 789s,Body Longitudinal Acceleration,0x993500D9
4069,0d:5h:09m:28.034 669s,Body Lateral Acceleration,0x81E200DA
4070,0d:5h:09m:28.037 549s,Body Normal Acceleration,0x117F00DB
4071,0d:5h:09m:28.040 429s,Altitude (Inertial),0x804B16F1
4072,0d:5h:09m:28.043 309s,Vertical Acceleration,0x917F00F4
4073,0d:5h:09m:28.046 189s,Inertial Vertical Velocity (EFI),0x02A280F5
4074,0d:5h:09m:28.049 069s,g,0x018780F8
4075,0d:5h:09m:28.085 709s,Magnetic Heading,0x8A12000C
4076,0d:5h:09m:28.088 589s,Set Magnetic Heading,0x825C0023
4077,0d:5h:09m:28.091 469s,Body Pitch Acceleration,0x9FFEE02A
4078,0d:5h:09m:28.094 349s,Body Roll Acceleration,0x8013402B
4079,0d:5h:09m:28.097 229s,Body Yaw Acceleration,0x0000002C
4080,0d:5h:09m:28.100 109s,Altitude Rate,0x82A0008A
4081,0d:5h:09m:28.102 989s,Altitude Rate,0x0014E09A
4082,0d:5h:09m:28.105 869s,Integrated Vertical Acceleration,0x8048F4B5
4083,0d:5h:09m:28.108 749s,Present Position - Latitude,0x1B05FC8
4084,0d:5h:09m:28.111 629s,Present Position - Longitude,0x8ED82FC9
4085,0d:5h:09m:28.114 509s,Ground Speed,0x807E00CA
4086,0d:5h:09m:28.117 389s,Pitch Angle,0x9C2000D4
4087,0d:5h:09m:28.120 269s,Roll Angle,0x1F5F80D5
4088,0d:5h:09m:28.123 149s,Body Pitch Rate,0x000280D6
4089,0d:5h:09m:28.126 029s,Body Roll Rate,0x801100D7
4090,0d:5h:09m:28.128 909s,Body Yaw Rate,0x800000D8
4091,0d:5h:09m:28.131 789s,Body Longitudinal Acceleration,0x1A1C00D9
4092,0d:5h:09m:28.134 669s,Body Lateral Acceleration,0x9F5300DA
4093,0d:5h:09m:28.137 549s,Body Normal Acceleration,0x131D00DB
4094,0d:5h:09m:28.140 429s,Altitude (Inertial),0x804B76F1
4095,0d:5h:09m:28.143 309s,Vertical Acceleration,0x931D00F4
4096,0d:5h:09m:28.146 189s,Inertial Vertical Velocity (EFI),0x829F80F5
4097,0d:5h:09m:28.149 069s,g,0x818200F8
4098,0d:5h:09m:28.185 709s,Magnetic Heading,0x0A12400C
4099,0d:5h:09m:28.188 589s,Set Magnetic Heading,0x825C0023
4100,0d:5h:09m:28.191 469s,Body Pitch Acceleration,0x1FFE002A
4101,0d:5h:09m:28.194 349s,Body Roll Acceleration,0x000E002B
4102,0d:5h:09m:28.197 229s,Body Yaw Acceleration,0x8000802C
4103,0d:5h:09m:28.200 109s,Altitude Rate,0x029E008A
4104,0d:5h:09m:28.202 989s,Altitude Rate,0x8014D89A
4105,0d:5h:09m:28.205 869s,Integrated Vertical Acceleration,0x005087B5
4106,0d:5h:09m:28.208 749s,Present Position - Latitude,0x1B05FC8
4107,0d:5h:09m:28.211 629s,Present Position - Longitude,0x8ED82FC9
4108,0d:5h:09m:28.214 509s,Ground Speed,0x807E00CA
4109,0d:5h:09m:28.217 389s,Pitch Angle,0x1C1C40D4
4110,0d:5h:09m:28.220 269s,Roll Angle,0x1F4440D5
4111,0d:5h:09m:28.223 149s,Body Pitch Rate,0x000280D6
4112,0d:5h:09m:28.226 029s,Body Roll Rate,0x801100D7
4113,0d:5h:09m:28.228 909s,Body Yaw Rate,0x800000D8
4114,0d:5h:09m:28.231 789s,Body Longitudinal Acceleration,0x9A0900D9
4115,0d:5h:09m:28.234 669s,Body Lateral Acceleration,0x9CFF00DA
4116,0d:5h:09m:28.237 549s,Body Normal Acceleration,0x96AE00DB
4117,0d:5h:09m:28.240 429s,Altitude (Inertial),0x004BCCF1
4118,0d:5h:09m:28.243 309s,Vertical Acceleration,0x16AE00F4
4119,0d:5h:09m:28.246 189s,Inertial Vertical Velocity (EFI),0x829C40F5
4120,0d:5h:09m:28.249 069s,g,0x817980F8
4121,0d:5h:09m:28.285 709s,Magnetic Heading,0x8A14000C
4122,0d:5h:09m:28.288 589s,Set Magnetic Heading,0x825C0023
4123,0d:5h:09m:28.291 469s,Body Pitch Acceleration,0x9FFD802A
4124,0d:5h:09m:28.294 349s,Body Roll Acceleration,0x8004202B
4125,0d:5h:09m:28.297 229s,Body Yaw Acceleration,0x0000A02C
4126,0d:5h:09m:28.300 109s,Altitude Rate,0x829C008A
4127,0d:5h:09m:28.302 989s,Altitude Rate,0x0014D09A
4128,0d:5h:09m:28.305 869s,Integrated Vertical Acceleration,0x005F81B5
4129,0d:5h:09m:28.308 749s,Present Position - Latitude,0x1B05FC8
4130,0d:5h:09m:28.311 629s,Present Position - Longitude,0x8ED82FC9
4131,0d:5h:09m:28.314 509s,Ground Speed,0x807C80CA
4132,0d:5h:09m:28.317 389s,Pitch Angle,0x1C1080D4
4133,0d:5h:09m:28.320 269s,Roll Angle,0x1EEBC0D5
4134,0d:5h:09m:28.323 149s,Body Pitch Rate,0x000280D6
4135,0d:5h:09m:28.326 029s,Body Roll Rate,0x001180D7
4136,0d:5h:09m:28.328 909s,Body Yaw Rate,0x800000D8
4137,0d:5h:09m:28.331 789s,Body Longitudinal Acceleration,0x19D000D9
4138,0d:5h:09m:28.334 669s,Body Lateral Acceleration,0x1C6E00DA
4139,0d:5h:09m:28.337 549s,Body Normal Acceleration,0x17E000DB
4140,0d:5h:09m:28.340 429s,Altitude (Inertial),0x004BE2F1
4141,0d:5h:09m:28.343 309s,Vertical Acceleration,0x97E000F4
4142,0d:5h:09m:28.346 189s,Inertial Vertical Velocity (EFI),0x829B60F5
4143,0d:5h:09m:28.349 069s,g,0x016E00F8
4144,0d:5h:09m:28.385 709s,Magnetic Heading,0x0A14800C
4145,0d:5h:09m:28.388 589s,Set Magnetic Heading,0x825C0023
4146,0d:5h:09m:28.391 469s,Body Pitch Acceleration,0x1FFCE02A
4147,0d:5h:09m:28.394 349s,Body Roll Acceleration,0x1FFD802B
4148,0d:5h:09m:28.397 229s,Body Yaw Acceleration,0x8000E02C
4149,0d:5h:09m:28.400 109s,Altitude Rate,0x0298008A
4150,0d:5h:09m:28.402 989s,Altitude Rate,0x0014C89A
4151,0d:5h:09m:28.405 869s,Integrated Vertical Acceleration,0x006927B5
4152,0d:5h:09m:28.408 749s,Present Position - Latitude,0x1B05FC8
4153,0d:5h:09m:28.411 629s,Present Position - Longitude,0x8ED82FC9
4154,0d:5h:09m:28.414 509s,Ground Speed,0x007B20CA
4155,0d:5h:09m:28.417 389s,Pitch Angle,0x1C0440D4
4156,0d:5h:09m:28.420 269s,Roll Angle,0x9E80C0D5
4157,0d:5h:09m:28.423 149s,Body Pitch Rate,0x800200D6
4158,0d:5h:09m:28.426 029s,Body Roll Rate,0x001180D7
4159,0d:5h:09m:28.428 909s,Body Yaw Rate,0x000080D8
4160,0d:5h:09m:28.431 789s,Body Longitudinal Acceleration,0x996900D9
4161,0d:5h:09m:28.434 669s,Body Lateral Acceleration,0x996500DA
4162,0d:5h:09m:28.437 549s,Body Normal Acceleration,0x9BDD00DB
4163,0d:5h:09m:28.440 429s,Altitude (Inertial),0x804C41F1
4164,0d:5h:09m:28.443 309s,Vertical Acceleration,0x1BDD00F4
4165,0d:5h:09m:28.446 189s,Inertial Vertical Velocity (EFI),0x8296E0F5
4166,0d:5h:09m:28.449 069s,g,0x015E00F8
4167,0d:5h:09m:28.485 709s,Magnetic Heading,0x0A15000C
4168,0d:5h:09m:28.488 589s,Set Magnetic Heading,0x825C0023
4169,0d:5h:09m:28.491 469s,Body Pitch Acceleration,0x9FFC002A
4170,0d:5h:09m:28.494 349s,Body Roll Acceleration,0x1FF7202B
4171,0d:5h:09m:28.497 229s,Body Yaw Acceleration,0x0001402C
4172,0d:5h:09m:28.500 109s,Altitude Rate,0x8296008A
4173,0d:5h:09m:28.502 989s,Altitude Rate,0x0014A49A
4174,0d:5h:09m:28.505 869s,Integrated Vertical Acceleration,0x0072F3B5
4175,0d:5h:09m:28.508 749s,Present Position - Latitude,0x1B05FC8
4176,0d:5h:09m:28.511 629s,Present Position - Longitude,0x8ED82FC9
4177,0d:5h:09m:28.514 509s,Ground Speed,0x007B20CA
4178,0d:5h:09m:28.517 389s,Pitch Angle,0x1C0180D4
4179,0d:5h:09m:28.520 269s,Roll Angle,0x9E6580D5
4180,0d:5h:09m:28.523 149s,Body Pitch Rate,0x800200D6
4181,0d:5h:09m:28.526 029s,Body Roll Rate,0x001180D7
4182,0d:5h:09m:28.528 909s,Body Yaw Rate,0x000080D8
4183,0d:5h:09m:28.531 789s,Body Longitudinal Acceleration,0x994800D9
4184,0d:5h:09m:28.534 669s,Body Lateral Acceleration,0x979200DA
4185,0d:5h:09m:28.537 549s,Body Normal Acceleration,0x9E9600DB
4186,0d:5h:09m:28.540 429s,Altitude (Inertial),0x004C91F1
4187,0d:5h:09m:28.543 309s,Vertical Acceleration,0x1E9600F4
4188,0d:5h:09m:28.546 189s,Inertial Vertical Velocity (EFI),0x029240F5
4189,0d:5h:09m:28.549 069s,g,0x015580F8
4190,0d:5h:09m:28.585 709s,Magnetic Heading,0x8A15800C
4191,0d:5h:09m:28.588 589s,Set Magnetic Heading,0x825C0023
4192,0d:5h:09m:28.591 469s,Body Pitch Acceleration,0x9FFB802A
4193,0d:5h:09m:28.594 349s,Body Roll Acceleration,0x1FF0002B
4194,0d:5h:09m:28.597 229s,Body Yaw Acceleration,0x8002602C
4195,0d:5h:09m:28.600 109s,Altitude Rate,0x8290008A
4196,0d:5h:09m:28.602 989s,Altitude Rate,0x0014949A
4197,0d:5h:09m:28.605 869s,Integrated Vertical Acceleration,0x007EA6B5
4198,0d:5h:09m:28.608 749s,Present Position - Latitude,0x1B05FC8
4199,0d:5h:09m:28.611 629s,Present Position - Longitude,0x8ED82FC9
4200,0d:5h:09m:28.614 509s,Ground Speed,0x0079A0CA
4201,0d:5h:09m:28.617 389s,Pitch Angle,0x1BF940D4
4202,0d:5h:09m:28.620 269s,Roll Angle,0x1E0E40D5
4203,0d:5h:09m:28.623 149s,Body Pitch Rate,0x800200D6
4204,0d:5h:09m:28.626 029s,Body Roll Rate,0x801080D7
4205,0d:5h:09m:28.628 909s,Body Yaw Rate,0x000080D8
4206,0d:5h:09m:28.631 789s,Body Longitudinal Acceleration,0x991B00D9
4207,0d:5h:09m:28.634 669s,Body Lateral Acceleration,0x166200DA
4208,0d:5h:09m:28.637 549s,Body Normal Acceleration,0x1FAA00DB
4209,0d:5h:09m:28.640 429s,Altitude (Inertial),0x004CA8F1
4210,0d:5h:09m:28.643 309s,Vertical Acceleration,0x9FAA00F4
4211,0d:5h:09m:28.646 189s,Inertial Vertical Velocity (EFI),0x8290E0F5
4212,0d:5h:09m:28.649 069s,g,0x014D80F8
4213,0d:5h:09m:28.685 709s,Magnetic Heading,0x8A18000C
4214,0d:5h:09m:28.688 589s,Set Magnetic Heading,0x825C0023
4215,0d:5h:09m:28.691 469s,Body Pitch Acceleration,0x9FFB402A
4216,0d:5h:09m:28.694 349s,Body Roll Acceleration,0x9FECA02B
4217,0d:5h:09m:28.697 229s,Body Yaw Acceleration,0x0002E02C
4218,0d:5h:09m:28.700 109s,Altitude Rate,0x828E008A
4219,0d:5h:09m:28.702 989s,Altitude Rate,0x00148C9A
4220,0d:5h:09m:28.705 869s,Integrated Vertical Acceleration,0x80854EB5
4221,0d:5h:09m:28.708 749s,Present Position - Latitude,0x1B05FC8
4222,0d:5h:09m:28.711 629s,Present Position - Longitude,0x8ED82FC9
4223,0d:5h:09m:28.714 509s,Ground Speed,0x0078E0CA
4224,0d:5h:09m:28.717 389s,Pitch Angle,0x9BF300D4
4225,0d:5h:09m:28.720 269s,Roll Angle,0x1DBBC0D5
4226,0d:5h:09m:28.723 149s,Body Pitch Rate,0x000180D6
4227,0d:5h:09m:28.726 029s,Body Roll Rate,0x000F80D7
4228,0d:5h:09m:28.728 909s,Body Yaw Rate,0x000080D8
4229,0d:5h:09m:28.731 789s,Body Longitudinal Acceleration,0x18FA00D9
4230,0d:5h:09m:28.734 669s,Body Lateral Acceleration,0x94AB00DA
4231,0d:5h:09m:28.737 549s,Body Normal Acceleration,0x821C00DB
4232,0d:5h:09m:28.740 429s,Altitude (Inertial),0x004CF4F1
4233,0d:5h:09m:28.743 309s,Vertical Acceleration,0x021C00F4
4234,0d:5h:09m:28.746 189s,Inertial Vertical Velocity (EFI),0x028BA0F5
4235,0d:5h:09m:28.749 069s,g,0x814700F8
4236,0d:5h:09m:28.785 709s,Magnetic Heading,0x8A18C00C
4237,0d:5h:09m:28.788 589s,Set Magnetic Heading,0x825C0023
4238,0d:5h:09m:28.791 469s,Body Pitch Acceleration,0x1FFBA02A
4239,0d:5h:09m:28.794 349s,Body Roll Acceleration,0x1FE7A02B
4240,0d:5h:09m:28.797 229s,Body Yaw Acceleration,0x8003E02C
4241,0d:5h:09m:28.800 109s,Altitude Rate,0x8288008A
4242,0d:5h:09m:28.802 989s,Altitude Rate,0x8014609A
4243,0d:5h:09m:28.805 869s,Integrated Vertical Acceleration,0x808D64B5
4244,0d:5h:09m:28.808 749s,Present Position - Latitude,0x1B05FC8
4245,0d:5h:09m:28.811 629s,Present Position - Longitude,0x8ED82FC9
4246,0d:5h:09m:28.814 509s,Ground Speed,0x007820CA
4247,0d:5h:09m:28.817 389s,Pitch Angle,0x9BEF80D4
4248,0d:5h:09m:28.820 269s,Roll Angle,0x9D8500D5
4249,0d:5h:09m:28.823 149s,Body Pitch Rate,0x000180D6
4250,0d:5h:09m:28.826 029s,Body Roll Rate,0x800E80D7
4251,0d:5h:09m:28.828 909s,Body Yaw Rate,0x000080D8
4252,0d:5h:09m:28.831 789s,Body Longitudinal Acceleration,0x18FA00D9
4253,0d:5h:09m:28.834 669s,Body Lateral Acceleration,0x129F00DA
4254,0d:5h:09m:28.837 549s,Body Normal Acceleration,0x058F00DB
4255,0d:5h:09m:28.840 429s,Altitude (Inertial),0x004D4EF1
4256,0d:5h:09m:28.843 309s,Vertical Acceleration,0x858F00F4
4257,0d:5h:09m:28.846 189s,Inertial Vertical Velocity (EFI),0x0284A0F5
4258,0d:5h:09m:28.849 069s,g,0x813A00F8
4259,0d:5h:09m:28.885 709s,Magnetic Heading,0x8A19400C
4260,0d:5h:09m:28.888 589s,Set Magnetic Heading,0x825C0023
4261,0d:5h:09m:28.891 469s,Body Pitch Acceleration,0x1FFBA02A
4262,0d:5h:09m:28.894 349s,Body Roll Acceleration,0x1FE7A02B
4263,0d:5h:09m:28.897 229s,Body Yaw Acceleration,0x0004402C
4264,0d:5h:09m:28.900 109s,Altitude Rate,0x8282008A
4265,0d:5h:09m:28.902 989s,Altitude Rate,0x8014509A
4266,0d:5h:09m:28.905 869s,Integrated Vertical Acceleration,0x809ADAB5
4267,0d:5h:09m:28.908 749s,Present Position - Latitude,0x1B05FC8
4268,0d:5h:09m:28.911 629s,Present Position - Longitude,0x8ED82FC9
4269,0d:5h:09m:28.914 509s,Ground Speed,0x8076E0CA
4270,0d:5h:09m:28.917 389s,Pitch Angle,0x9BED00D4
4271,0d:5h:09m:28.920 269s,Roll Angle,0x1D4980D5
4272,0d:5h:09m:28.923 149s,Body Pitch Rate,0x800100D6
4273,0d:5h:09m:28.926 029s,Body Roll Rate,0x000D00D7
4274,0d:5h:09m:28.928 909s,Body Yaw Rate,0x000100D8
4275,0d:5h:09m:28.931 789s,Body Longitudinal Acceleration,0x980E00D9
4276,0d:5h:09m:28.934 669s,Body Lateral Acceleration,0x124400DA
4277,0d:5h:09m:28.937 549s,Body Normal Acceleration,0x86B700DB
4278,0d:5h:09m:28.940 429s,Altitude (Inertial),0x004D66F1
4279,0d:5h:09m:28.943 309s,Vertical Acceleration,0x06B700F4
4280,0d:5h:09m:28.946 189s,Inertial Vertical Velocity (EFI),0x0282A0F5
4281,0d:5h:09m:28.949 069s,g,0x813000F8
4282,0d:5h:09m:28.985 709s,Magnetic Heading,0x8A1A400C
4283,0d:5h:09m:28.988 589s,Set Magnetic Heading,0x825C0023
4284,0d:5h:09m:28.991 469s,Body Pitch Acceleration,0x1FFBA02A
4285,0d:5h:09m:28.994 349s,Body Roll Acceleration,0x1FE8002B
4286,0d:5h:09m:28.997 229s,Body Yaw Acceleration,0x8004C02C
4287,0d:5h:09m:29.000 109s,Altitude Rate,0x827E008A
4288,0d:5h:09m:29.002 989s,Altitude Rate,0x0014409A
4289,0d:5h:09m:29.005 869s,Integrated Vertical Acceleration,0x00A3BBB5
4290,0d:5h:09m:29.008 749s,Present Position - Latitude,0x1B05FC8
4291,0d:5h:09m:29.011 629s,Present Position - Longitude,0x8ED82FC9
4292,0d:5h:09m:29.014 509s,Ground Speed,0x0075A0CA
4293,0d:5h:09m:29.017 389s,Pitch Angle,0x9BEBC0D4
4294,0d:5h:09m:29.020 269s,Roll Angle,0x1CFB00D5
4295,0d:5h:09m:29.023 149s,Body Pitch Rate,0x800100D6
4296,0d:5h:09m:29.026 029s,Body Roll Rate,0x800B80D7
4297,0d:5h:09m:29.028 909s,Body Yaw Rate,0x000100D8
4298,0d:5h:09m:29.031 789s,Body Longitudinal Acceleration,0x973200D9
4299,0d:5h:09m:29.034 669s,Body Lateral Acceleration,0x910400DA
4300,0d:5h:09m:29.037 549s,Body Normal Acceleration,0x0A6400DB
4301,0d:5h:09m:29.040 429s,Altitude (Inertial),0x004DBBF1
4302,0d:5h:09m:29.043 309s,Vertical Acceleration,0x8A6400F4
4303,0d:5h:09m:29.046 189s,Inertial Vertical Velocity (EFI),0x827AA0F5
4304,0d:5h:09m:29.049 069s,g,0x812080F8
4305,0d:5h:09m:29.085 709s,Magnetic Heading,0x0A1CC00C
4306,0d:5h:09m:29.088 589s,Set Magnetic Heading,0x825C0023
4307,0d:5h:09m:29.091 469s,Body Pitch Acceleration,0x1FFC202A
4308,0d:5h:09m:29.094 349s,Body Roll Acceleration,0x9FE8402B
4309,0d:5h:09m:29.097 229s,Body Yaw Acceleration,0x0005002C
4310,0d:5h:09m:29.100 109s,Altitude Rate,0x8278008A
4311,0d:5h:09m:29.102 989s,Altitude Rate,0x8014149A
4312,0d:5h:09m:29.105 869s,Integrated Vertical Acceleration,0x00AB7FB5
4313,0d:5h:09m:29.108 749s,Present Position - Latitude,0x1B05FC8
4314,0d:5h:09m:29.111 629s,Present Position - Longitude,0x8ED82FC9
4315,0d:5h:09m:29.114 509s,Ground Speed,0x0075A0CA
4316,0d:5h:09m:29.117 389s,Pitch Angle,0x1BEC00D4
4317,0d:5h:09m:29.120 269s,Roll Angle,0x1CE300D5
4318,0d:5h:09m:29.123 149s,Body Pitch Rate,0x800080D6
4319,0d:5h:09m:29.126 029s,Body Roll Rate,0x000B00D7
4320,0d:5h:09m:29.128 909s,Body Yaw Rate,0x800180D8
4321,0d:5h:09m:29.131 789s,Body Longitudinal Acceleration,0x171E00D9
4322,0d:5h:09m:29.134 669s,Body Lateral Acceleration,0x0FEE00DA
4323,0d:5h:09m:29.137 549s,Body Normal Acceleration,0x8BC700DB
4324,0d:5h:09m:29.140 429s,Altitude (Inertial),0x804E08F1
4325,0d:5h:09m:29.143 309s,Vertical Acceleration,0x0BC700F4
4326,0d:5h:09m:29.146 189s,Inertial Vertical Velocity (EFI),0x827280F5
4327,0d:5h:09m:29.149 069s,g,0x811C80F8
4328,0d:5h:09m:29.185 725s,Magnetic Heading,0x0A1D800C
4329,0d:5h:09m:29.188 605s,Set Magnetic Heading,0x825C0023
4330,0d:5h:09m:29.191 485s,Body Pitch Acceleration,0x1FFC802A
4331,0d:5h:09m:29.194 365s,Body Roll Acceleration,0x9FE7202B
4332,0d:5h:09m:29.197 245s,Body Yaw Acceleration,0x8005E02C
4333,0d:5h:09m:29.200 125s,Altitude Rate,0x0270008A
4334,0d:5h:09m:29.203 005s,Altitude Rate,0x0012649A
4335,0d:5h:09m:29.205 885s,Integrated Vertical Acceleration,0x80B0C9B5
4336,0d:5h:09m:29.208 765s,Present Position - Latitude,0x1B05FC8
4337,0d:5h:09m:29.211 645s,Present Position - Longitude,0x8ED82FC9
4338,0d:5h:09m:29.214 525s,Ground Speed,0x007420CA
4339,0d:5h:09m:29.217 405s,Pitch Angle,0x1BEE40D4
4340,0d:5h:09m:29.220 285s,Roll Angle,0x1CAA80D5
4341,0d:5h:09m:29.223 165s,Body Pitch Rate,0x800080D6
4342,0d:5h:09m:29.226 045s,Body Roll Rate,0x000980D7
4343,0d:5h:09m:29.228 925s,Body Yaw Rate,0x800180D8
4344,0d:5h:09m:29.231 805s,Body Longitudinal Acceleration,0x16FB00D9
4345,0d:5h:09m:29.234 685s,Body Lateral Acceleration,0x0FD800DA
4346,0d:5h:09m:29.237 565s,Body Normal Acceleration,0x0C3200DB
4347,0d:5h:09m:29.240 445s,Altitude (Inertial),0x004E1DF1
4348,0d:5h:09m:29.243 325s,Vertical Acceleration,0x8C3200F4
4349,0d:5h:09m:29.246 205s,Inertial Vertical Velocity (EFI),0x027020F5
4350,0d:5h:09m:29.249 085s,g,0x011780F8
4351,0d:5h:09m:29.285 709s,Magnetic Heading,0x8A20800C
4352,0d:5h:09m:29.288 589s,Set Magnetic Heading,0x825C0023
4353,0d:5h:09m:29.291 469s,Body Pitch Acceleration,0x1FFD602A
4354,0d:5h:09m:29.294 349s,Body Roll Acceleration,0x1FE6802B
4355,0d:5h:09m:29.297 229s,Body Yaw Acceleration,0x8005E02C
4356,0d:5h:09m:29.300 109s,Altitude Rate,0x826A008A
4357,0d:5h:09m:29.302 989s,Altitude Rate,0x0012549A
4358,0d:5h:09m:29.305 869s,Integrated Vertical Acceleration,0x80B45DB5
4359,0d:5h:09m:29.308 749s,Present Position - Latitude,0x1B05FC8
4360,0d:5h:09m:29.311 629s,Present Position - Longitude,0x8ED82FC9
4361,0d:5h:09m:29.314 509s,Ground Speed,0x007360CA
4362,0d:5h:09m:29.317 389s,Pitch Angle,0x9BF240D4
4363,0d:5h:09m:29.320 269s,Roll Angle,0x9C77C0D5
4364,0d:5h:09m:29.323 149s,Body Pitch Rate,0x800080D6
4365,0d:5h:09m:29.326 029s,Body Roll Rate,0x000800D7
4366,0d:5h:09m:29.328 909s,Body Yaw Rate,0x000200D8
4367,0d:5h:09m:29.331 789s,Body Longitudinal Acceleration,0x96BB00D9
4368,0d:5h:09m:29.334 669s,Body Lateral Acceleration,0x0F8100DA
4369,0d:5h:09m:29.337 549s,Body Normal Acceleration,0x8D8300DB
4370,0d:5h:09m:29.340 429s,Altitude (Inertial),0x804E62F1
4371,0d:5h:09m:29.343 309s,Vertical Acceleration,0x0D8300F4
4372,0d:5h:09m:29.346 189s,Inertial Vertical Velocity (EFI),0x8267A0F5
4373,0d:5h:09m:29.349 069s,g,0x011280F8
4374,0d:5h:09m:29.385 709s,Magnetic Heading,0x8A21C00C
4375,0d:5h:09m:29.388 589s,Set Magnetic Heading,0x825C0023
4376,0d:5h:09m:29.391 469s,Body Pitch Acceleration,0x1FFDC02A
4377,0d:5h:09m:29.394 349s,Body Roll Acceleration,0x1FE4A02B
4378,0d:5h:09m:29.397 229s,Body Yaw Acceleration,0x8005E02C
4379,0d:5h:09m:29.400 109s,Altitude Rate,0x0262008A
4380,0d:5h:09m:29.402 989s,Altitude Rate,0x0012209A
4381,0d:5h:09m:29.405 869s,Integrated Vertical Acceleration,0x80B9D2B5
4382,0d:5h:09m:29.408 749s,Present Position - Latitude,0x1B05FC8
4383,0d:5h:09m:29.411 629s,Present Position - Longitude,0x8ED82FC9
4384,0d:5h:09m:29.414 509s,Ground Speed,0x8072C0CA
4385,0d:5h:09m:29.417 389s,Pitch Angle,0x1BF640D4
4386,0d:5h:09m:29.420 269s,Roll Angle,0x9C5900D5
4387,0d:5h:09m:29.423 149s,Body Pitch Rate,0x000000D6
4388,0d:5h:09m:29.426 029s,Body Roll Rate,0x000700D7
4389,0d:5h:09m:29.428 909s,Body Yaw Rate,0x800280D8
4390,0d:5h:09m:29.431 789s,Body Longitudinal Acceleration,0x168000D9
4391,0d:5h:09m:29.434 669s,Body Lateral Acceleration,0x0F4B00DA
4392,0d:5h:09m:29.437 549s,Body Normal Acceleration,0x8EA100DB
4393,0d:5h:09m:29.440 429s,Altitude (Inertial),0x804EA4F1
4394,0d:5h:09m:29.443 309s,Vertical Acceleration,0x0EA100F4
4395,0d:5h:09m:29.446 189s,Inertial Vertical Velocity (EFI),0x825EC0F5
4396,0d:5h:09m:29.449 069s,g,0x010B00F8
4397,0d:5h:09m:29.485 709s,Magnetic Heading,0x0A22400C
4398,0d:5h:09m:29.488 589s,Set Magnetic Heading,0x825C0023
4399,0d:5h:09m:29.491 469s,Body Pitch Acceleration,0x1FFDC02A
4400,0d:5h:09m:29.494 349s,Body Roll Acceleration,0x1FE4002B
4401,0d:5h:09m:29.497 229s,Body Yaw Acceleration,0x0005C02C
4402,0d:5h:09m:29.500 109s,Altitude Rate,0x0258008A
4403,0d:5h:09m:29.502 989s,Altitude Rate,0x8012009A
4404,0d:5h:09m:29.505 869s,Integrated Vertical Acceleration,0x00BDA3B5
4405,0d:5h:09m:29.508 749s,Present Position - Latitude,0x1B05FC8
4406,0d:5h:09m:29.511 629s,Present Position - Longitude,0x8ED82FC9
4407,0d:5h:09m:29.514 509s,Ground Speed,0x807160CA
4408,0d:5h:09m:29.517 389s,Pitch Angle,0x1BFDC0D4
4409,0d:5h:09m:29.520 269s,Roll Angle,0x1C3340D5
4410,0d:5h:09m:29.523 149s,Body Pitch Rate,0x000000D6
4411,0d:5h:09m:29.526 029s,Body Roll Rate,0x800500D7
4412,0d:5h:09m:29.528 909s,Body Yaw Rate,0x800280D8
4413,0d:5h:09m:29.531 789s,Body Longitudinal Acceleration,0x964400D9
4414,0d:5h:09m:29.534 669s,Body Lateral Acceleration,0x0F2700DA
4415,0d:5h:09m:29.537 549s,Body Normal Acceleration,0x8F6900DB
4416,0d:5h:09m:29.540 429s,Altitude (Inertial),0x004ED1F1
4417,0d:5h:09m:29.543 309s,Vertical Acceleration,0x0F6900F4
4418,0d:5h:09m:29.546 189s,Inertial Vertical Velocity (EFI),0x025820F5
4419,0d:5h:09m:29.549 069s,g,0x010700F8
4420,0d:5h:09m:29.585 709s,Magnetic Heading,0x8A25400C
4421,0d:5h:09m:29.588 589s,Set Magnetic Heading,0x825C0023
4422,0d:5h:09m:29.591 469s,Body Pitch Acceleration,0x1FFDA02A
4423,0d:5h:09m:29.594 349s,Body Roll Acceleration,0x1FE4002B
4424,0d:5h:09m:29.597 229s,Body Yaw Acceleration,0x0005C02C
4425,0d:5h:09m:29.600 109s,Altitude Rate,0x8256008A
4426,0d:5h:09m:29.602 989s,Altitude Rate,0x0011E09A
