Index,TimeTag,Alias,ARINC429
4427,0d:5h:09m:29.605 869s,Integrated Vertical Acceleration,0x00BF6EB5
4428,0d:5h:09m:29.608 749s,Present Position - Latitude,0x1B05FC8
4429,0d:5h:09m:29.611 629s,Present Position - Longitude,0x8ED82FC9
4430,0d:5h:09m:29.614 509s,Ground Speed,0x0070A0CA
4431,0d:5h:09m:29.617 389s,Pitch Angle,0x1C03C0D4
4432,0d:5h:09m:29.620 269s,Roll Angle,0x9C1E00D5
4433,0d:5h:09m:29.623 149s,Body Pitch Rate,0x000000D6
4434,0d:5h:09m:29.626 029s,Body Roll Rate,0x000400D7
4435,0d:5h:09m:29.628 909s,Body Yaw Rate,0x800300D8
4436,0d:5h:09m:29.631 789s,Body Longitudinal Acceleration,0x95FA00D9
4437,0d:5h:09m:29.634 669s,Body Lateral Acceleration,0x0F1B00DA
4438,0d:5h:09m:29.637 549s,Body Normal Acceleration,0x905400DB
4439,0d:5h:09m:29.640 429s,Altitude (Inertial),0x004EFCF1
4440,0d:5h:09m:29.643 309s,Vertical Acceleration,0x105400F4
4441,0d:5h:09m:29.646 189s,Inertial Vertical Velocity (EFI),0x025180F5
4442,0d:5h:09m:29.649 069s,g,0x810300F8
4443,0d:5h:09m:29.685 709s,Magnetic Heading,0x8A40800C
4444,0d:5h:09m:29.688 589s,Set Magnetic Heading,0x825C0023
4445,0d:5h:09m:29.691 469s,Body Pitch Acceleration,0x9FFD402A
4446,0d:5h:09m:29.694 349s,Body Roll Acceleration,0x1FE0402B
4447,0d:5h:09m:29.697 229s,Body Yaw Acceleration,0x8005802C
4448,0d:5h:09m:29.700 109s,Altitude Rate,0x024A008A
4449,0d:5h:09m:29.702 989s,Altitude Rate,0x0011A49A
4450,0d:5h:09m:29.705 869s,Integrated Vertical Acceleration,0x80C3CBB5
4451,0d:5h:09m:29.708 749s,Present Position - Latitude,0x1B05FC8
4452,0d:5h:09m:29.711 629s,Present Position - Longitude,0x8ED82FC9
4453,0d:5h:09m:29.714 509s,Ground Speed,0x007000CA
4454,0d:5h:09m:29.717 389s,Pitch Angle,0x1C0AC0D4
4455,0d:5h:09m:29.720 269s,Roll Angle,0x9C0C00D5
4456,0d:5h:09m:29.723 149s,Body Pitch Rate,0x000000D6
4457,0d:5h:09m:29.726 029s,Body Roll Rate,0x800300D7
4458,0d:5h:09m:29.728 909s,Body Yaw Rate,0x800300D8
4459,0d:5h:09m:29.731 789s,Body Longitudinal Acceleration,0x95D800D9
4460,0d:5h:09m:29.734 669s,Body Lateral Acceleration,0x8EF600DA
4461,0d:5h:09m:29.737 549s,Body Normal Acceleration,0x109A00DB
4462,0d:5h:09m:29.740 429s,Altitude (Inertial),0x004F52F1
4463,0d:5h:09m:29.743 309s,Vertical Acceleration,0x909A00F4
4464,0d:5h:09m:29.746 189s,Inertial Vertical Velocity (EFI),0x024320F5
4465,0d:5h:09m:29.749 069s,g,0x010100F8
4466,0d:5h:09m:29.785 709s,Magnetic Heading,0x0A41800C
4467,0d:5h:09m:29.788 589s,Set Magnetic Heading,0x825C0023
4468,0d:5h:09m:29.791 469s,Body Pitch Acceleration,0x9FFD202A
4469,0d:5h:09m:29.794 349s,Body Roll Acceleration,0x1FDB602B
4470,0d:5h:09m:29.797 229s,Body Yaw Acceleration,0x0005002C
4471,0d:5h:09m:29.800 109s,Altitude Rate,0x0240008A
4472,0d:5h:09m:29.802 989s,Altitude Rate,0x8011849A
4473,0d:5h:09m:29.805 869s,Integrated Vertical Acceleration,0x80C308B5
4474,0d:5h:09m:29.808 749s,Present Position - Latitude,0x1B05FC8
4475,0d:5h:09m:29.811 629s,Present Position - Longitude,0x8ED82FC9
4476,0d:5h:09m:29.814 509s,Ground Speed,0x006F40CA
4477,0d:5h:09m:29.817 389s,Pitch Angle,0x1C1680D4
4478,0d:5h:09m:29.820 269s,Roll Angle,0x1BFA00D5
4479,0d:5h:09m:29.823 149s,Body Pitch Rate,0x1FFF80D6
4480,0d:5h:09m:29.826 029s,Body Roll Rate,0x000100D7
4481,0d:5h:09m:29.828 909s,Body Yaw Rate,0x000380D8
4482,0d:5h:09m:29.831 789s,Body Longitudinal Acceleration,0x960000D9
4483,0d:5h:09m:29.834 669s,Body Lateral Acceleration,0x8F1500DA
4484,0d:5h:09m:29.837 549s,Body Normal Acceleration,0x90C200DB
4485,0d:5h:09m:29.840 429s,Altitude (Inertial),0x004F64F1
4486,0d:5h:09m:29.843 309s,Vertical Acceleration,0x10C200F4
4487,0d:5h:09m:29.846 189s,Inertial Vertical Velocity (EFI),0x823FE0F5
4488,0d:5h:09m:29.849 069s,g,0x010100F8
4489,0d:5h:09m:29.885 709s,Magnetic Heading,0x8A44C00C
4490,0d:5h:09m:29.888 589s,Set Magnetic Heading,0x825C0023
4491,0d:5h:09m:29.891 469s,Body Pitch Acceleration,0x1FFD002A
4492,0d:5h:09m:29.894 349s,Body Roll Acceleration,0x9FD9C02B
4493,0d:5h:09m:29.897 229s,Body Yaw Acceleration,0x8004C02C
4494,0d:5h:09m:29.900 109s,Altitude Rate,0x0238008A
4495,0d:5h:09m:29.902 989s,Altitude Rate,0x8011509A
4496,0d:5h:09m:29.905 869s,Integrated Vertical Acceleration,0x80C4B8B5
4497,0d:5h:09m:29.908 749s,Present Position - Latitude,0x1B05FC8
4498,0d:5h:09m:29.911 629s,Present Position - Longitude,0x8ED82FC9
4499,0d:5h:09m:29.914 509s,Ground Speed,0x006E00CA
4500,0d:5h:09m:29.917 389s,Pitch Angle,0x1C2400D4
4501,0d:5h:09m:29.920 269s,Roll Angle,0x1BF240D5
4502,0d:5h:09m:29.923 149s,Body Pitch Rate,0x1FFF80D6
4503,0d:5h:09m:29.926 029s,Body Roll Rate,0x1FFE80D7
4504,0d:5h:09m:29.928 909s,Body Yaw Rate,0x000380D8
4505,0d:5h:09m:29.931 789s,Body Longitudinal Acceleration,0x15AB00D9
4506,0d:5h:09m:29.934 669s,Body Lateral Acceleration,0x0F6900DA
4507,0d:5h:09m:29.937 549s,Body Normal Acceleration,0x91A900DB
4508,0d:5h:09m:29.940 429s,Altitude (Inertial),0x804FA0F1
4509,0d:5h:09m:29.943 309s,Vertical Acceleration,0x11A900F4
4510,0d:5h:09m:29.946 189s,Inertial Vertical Velocity (EFI),0x023480F5
4511,0d:5h:09m:29.949 069s,g,0x80FD00F8
4512,0d:5h:09m:29.985 709s,Magnetic Heading,0x8A46400C
4513,0d:5h:09m:29.988 589s,Set Magnetic Heading,0x825C0023
4514,0d:5h:09m:29.991 469s,Body Pitch Acceleration,0x1FFC802A
4515,0d:5h:09m:29.994 349s,Body Roll Acceleration,0x9FD7202B
4516,0d:5h:09m:29.997 229s,Body Yaw Acceleration,0x0004402C
4517,0d:5h:09m:30.000 109s,Altitude Rate,0x022C008A
4518,0d:5h:09m:30.002 989s,Altitude Rate,0x8011149A
4519,0d:5h:09m:30.005 869s,Integrated Vertical Acceleration,0x00CA44B5
4520,0d:5h:09m:30.008 749s,Present Position - Latitude,0x1B05FC8
4521,0d:5h:09m:30.011 629s,Present Position - Longitude,0x8ED82FC9
4522,0d:5h:09m:30.014 509s,Ground Speed,0x006D60CA
4523,0d:5h:09m:30.017 389s,Pitch Angle,0x9C2E40D4
4524,0d:5h:09m:30.020 269s,Roll Angle,0x1BF3C0D5
4525,0d:5h:09m:30.023 149s,Body Pitch Rate,0x1FFF80D6
4526,0d:5h:09m:30.026 029s,Body Roll Rate,0x9FFD00D7
4527,0d:5h:09m:30.028 909s,Body Yaw Rate,0x000400D8
4528,0d:5h:09m:30.031 789s,Body Longitudinal Acceleration,0x951800D9
4529,0d:5h:09m:30.034 669s,Body Lateral Acceleration,0x900A00DA
4530,0d:5h:09m:30.037 549s,Body Normal Acceleration,0x131B00DB
4531,0d:5h:09m:30.040 429s,Altitude (Inertial),0x004FD9F1
4532,0d:5h:09m:30.043 309s,Vertical Acceleration,0x931B00F4
4533,0d:5h:09m:30.046 189s,Inertial Vertical Velocity (EFI),0x8228E0F5
4534,0d:5h:09m:30.049 069s,g,0x80FA80F8
4535,0d:5h:09m:30.085 709s,Magnetic Heading,0x0A48400C
4536,0d:5h:09m:30.088 589s,Set Magnetic Heading,0x825C0023
4537,0d:5h:09m:30.091 469s,Body Pitch Acceleration,0x9FFCA02A
4538,0d:5h:09m:30.094 349s,Body Roll Acceleration,0x9FD7802B
4539,0d:5h:09m:30.097 229s,Body Yaw Acceleration,0x8002C02C
4540,0d:5h:09m:30.100 109s,Altitude Rate,0x0220008A
4541,0d:5h:09m:30.102 989s,Altitude Rate,0x0010D89A
4542,0d:5h:09m:30.105 869s,Integrated Vertical Acceleration,0x80D2DFB5
4543,0d:5h:09m:30.108 749s,Present Position - Latitude,0x1B05FC8
4544,0d:5h:09m:30.111 629s,Present Position - Longitude,0x8ED82FC9
4545,0d:5h:09m:30.114 509s,Ground Speed,0x806CC0CA
4546,0d:5h:09m:30.117 389s,Pitch Angle,0x1C3E80D4
4547,0d:5h:09m:30.120 269s,Roll Angle,0x1BFFC0D5
4548,0d:5h:09m:30.123 149s,Body Pitch Rate,0x9FFF00D6
4549,0d:5h:09m:30.126 029s,Body Roll Rate,0x9FFA80D7
4550,0d:5h:09m:30.128 909s,Body Yaw Rate,0x000400D8
4551,0d:5h:09m:30.131 789s,Body Longitudinal Acceleration,0x147200D9
4552,0d:5h:09m:30.134 669s,Body Lateral Acceleration,0x911000DA
4553,0d:5h:09m:30.137 549s,Body Normal Acceleration,0x94B800DB
4554,0d:5h:09m:30.140 429s,Altitude (Inertial),0x805001F1
4555,0d:5h:09m:30.143 309s,Vertical Acceleration,0x14B800F4
4556,0d:5h:09m:30.146 189s,Inertial Vertical Velocity (EFI),0x822060F5
4557,0d:5h:09m:30.149 069s,g,0x80F680F8
4558,0d:5h:09m:30.185 709s,Magnetic Heading,0x0A4A000C
4559,0d:5h:09m:30.188 589s,Set Magnetic Heading,0x825C0023
4560,0d:5h:09m:30.191 469s,Body Pitch Acceleration,0x9FFC602A
4561,0d:5h:09m:30.194 349s,Body Roll Acceleration,0x1FD7A02B
4562,0d:5h:09m:30.197 229s,Body Yaw Acceleration,0x8002602C
4563,0d:5h:09m:30.200 109s,Altitude Rate,0x021C008A
4564,0d:5h:09m:30.202 989s,Altitude Rate,0x0010CC9A
4565,0d:5h:09m:30.205 869s,Integrated Vertical Acceleration,0x00D69EB5
4566,0d:5h:09m:30.208 749s,Present Position - Latitude,0x1B05FC8
4567,0d:5h:09m:30.211 629s,Present Position - Longitude,0x8ED82FC9
4568,0d:5h:09m:30.214 509s,Ground Speed,0x006C40CA
4569,0d:5h:09m:30.217 389s,Pitch Angle,0x9C49C0D4
4570,0d:5h:09m:30.220 269s,Roll Angle,0x1C0E00D5
4571,0d:5h:09m:30.223 149s,Body Pitch Rate,0x9FFF00D6
4572,0d:5h:09m:30.226 029s,Body Roll Rate,0x1FF900D7
4573,0d:5h:09m:30.228 909s,Body Yaw Rate,0x000400D8
4574,0d:5h:09m:30.231 789s,Body Longitudinal Acceleration,0x93BE00D9
4575,0d:5h:09m:30.234 669s,Body Lateral Acceleration,0x11D200DA
4576,0d:5h:09m:30.237 549s,Body Normal Acceleration,0x169600DB
4577,0d:5h:09m:30.240 429s,Altitude (Inertial),0x005024F1
4578,0d:5h:09m:30.243 309s,Vertical Acceleration,0x969600F4
4579,0d:5h:09m:30.246 189s,Inertial Vertical Velocity (EFI),0x021860F5
4580,0d:5h:09m:30.249 069s,g,0x80F100F8
4581,0d:5h:09m:30.285 709s,Magnetic Heading,0x0A4D400C
4582,0d:5h:09m:30.288 589s,Set Magnetic Heading,0x825C0023
4583,0d:5h:09m:30.291 469s,Body Pitch Acceleration,0x9FFC002A
4584,0d:5h:09m:30.294 349s,Body Roll Acceleration,0x9FD8E02B
4585,0d:5h:09m:30.297 229s,Body Yaw Acceleration,0x0001802C
4586,0d:5h:09m:30.300 109s,Altitude Rate,0x0210008A
4587,0d:5h:09m:30.302 989s,Altitude Rate,0x0010889A
4588,0d:5h:09m:30.305 869s,Integrated Vertical Acceleration,0x00DE47B5
4589,0d:5h:09m:30.308 749s,Present Position - Latitude,0x1B05FC8
4590,0d:5h:09m:30.311 629s,Present Position - Longitude,0x8ED82FC9
4591,0d:5h:09m:30.314 509s,Ground Speed,0x006BA0CA
4592,0d:5h:09m:30.317 389s,Pitch Angle,0x1C5600D4
4593,0d:5h:09m:30.320 269s,Roll Angle,0x1C2300D5
4594,0d:5h:09m:30.323 149s,Body Pitch Rate,0x9FFF00D6
4595,0d:5h:09m:30.326 029s,Body Roll Rate,0x9FF700D7
4596,0d:5h:09m:30.328 909s,Body Yaw Rate,0x000400D8
4597,0d:5h:09m:30.331 789s,Body Longitudinal Acceleration,0x936900D9
4598,0d:5h:09m:30.334 669s,Body Lateral Acceleration,0x13C800DA
4599,0d:5h:09m:30.337 549s,Body Normal Acceleration,0x98B200DB
4600,0d:5h:09m:30.340 429s,Altitude (Inertial),0x80506DF1
4601,0d:5h:09m:30.343 309s,Vertical Acceleration,0x18B200F4
4602,0d:5h:09m:30.346 189s,Inertial Vertical Velocity (EFI),0x8206E0F5
4603,0d:5h:09m:30.349 069s,g,0x00EB00F8
4604,0d:5h:09m:30.385 709s,Magnetic Heading,0x0A4E400C
4605,0d:5h:09m:30.388 589s,Set Magnetic Heading,0x825C0023
4606,0d:5h:09m:30.391 469s,Body Pitch Acceleration,0x1FFC202A
4607,0d:5h:09m:30.394 349s,Body Roll Acceleration,0x9FDC002B
4608,0d:5h:09m:30.397 229s,Body Yaw Acceleration,0x8000402C
4609,0d:5h:09m:30.400 109s,Altitude Rate,0x0202008A
4610,0d:5h:09m:30.402 989s,Altitude Rate,0x0010489A
4611,0d:5h:09m:30.405 869s,Integrated Vertical Acceleration,0x00E334B5
4612,0d:5h:09m:30.408 749s,Present Position - Latitude,0x1B05FC8
4613,0d:5h:09m:30.411 629s,Present Position - Longitude,0x8ED82FC9
4614,0d:5h:09m:30.414 509s,Ground Speed,0x006A80CA
4615,0d:5h:09m:30.417 389s,Pitch Angle,0x9C6800D4
4616,0d:5h:09m:30.420 269s,Roll Angle,0x9C4980D5
4617,0d:5h:09m:30.423 149s,Body Pitch Rate,0x9FFE80D6
4618,0d:5h:09m:30.426 029s,Body Roll Rate,0x1FF500D7
4619,0d:5h:09m:30.428 909s,Body Yaw Rate,0x800480D8
4620,0d:5h:09m:30.431 789s,Body Longitudinal Acceleration,0x92FE00D9
4621,0d:5h:09m:30.434 669s,Body Lateral Acceleration,0x944000DA
4622,0d:5h:09m:30.437 549s,Body Normal Acceleration,0x18CD00DB
4623,0d:5h:09m:30.440 429s,Altitude (Inertial),0x80507CF1
4624,0d:5h:09m:30.443 309s,Vertical Acceleration,0x98CD00F4
4625,0d:5h:09m:30.446 189s,Inertial Vertical Velocity (EFI),0x0202E0F5
4626,0d:5h:09m:30.449 069s,g,0x00EA80F8
4627,0d:5h:09m:30.485 709s,Magnetic Heading,0x8A51400C
4628,0d:5h:09m:30.488 589s,Set Magnetic Heading,0x825C0023
4629,0d:5h:09m:30.491 469s,Body Pitch Acceleration,0x1FFBC02A
4630,0d:5h:09m:30.494 349s,Body Roll Acceleration,0x9FDF602B
4631,0d:5h:09m:30.497 229s,Body Yaw Acceleration,0x9FFF602C
4632,0d:5h:09m:30.500 109s,Altitude Rate,0x81FA008A
4633,0d:5h:09m:30.502 989s,Altitude Rate,0x8010109A
4634,0d:5h:09m:30.505 869s,Integrated Vertical Acceleration,0x80E707B5
4635,0d:5h:09m:30.508 749s,Present Position - Latitude,0x1B05FC8
4636,0d:5h:09m:30.511 629s,Present Position - Longitude,0x8ED82FC9
4637,0d:5h:09m:30.514 509s,Ground Speed,0x0069E0CA
4638,0d:5h:09m:30.517 389s,Pitch Angle,0x1C7B00D4
4639,0d:5h:09m:30.520 269s,Roll Angle,0x9C7B00D5
4640,0d:5h:09m:30.523 149s,Body Pitch Rate,0x9FFE80D6
4641,0d:5h:09m:30.526 029s,Body Roll Rate,0x1FF300D7
4642,0d:5h:09m:30.528 909s,Body Yaw Rate,0x000400D8
4643,0d:5h:09m:30.531 789s,Body Longitudinal Acceleration,0x928900D9
4644,0d:5h:09m:30.534 669s,Body Lateral Acceleration,0x961800DA
4645,0d:5h:09m:30.537 549s,Body Normal Acceleration,0x1A3C00DB
4646,0d:5h:09m:30.540 429s,Altitude (Inertial),0x8050AEF1
4647,0d:5h:09m:30.543 309s,Vertical Acceleration,0x9A3C00F4
4648,0d:5h:09m:30.546 189s,Inertial Vertical Velocity (EFI),0x01F5C0F5
4649,0d:5h:09m:30.549 069s,g,0x80E880F8
4650,0d:5h:09m:30.585 709s,Magnetic Heading,0x8A54800C
4651,0d:5h:09m:30.588 589s,Set Magnetic Heading,0x825C0023
4652,0d:5h:09m:30.591 469s,Body Pitch Acceleration,0x9FFB202A
4653,0d:5h:09m:30.594 349s,Body Roll Acceleration,0x9FE3C02B
4654,0d:5h:09m:30.597 229s,Body Yaw Acceleration,0x9FFF002C
4655,0d:5h:09m:30.600 109s,Altitude Rate,0x01EC008A
4656,0d:5h:09m:30.602 989s,Altitude Rate,0x000E509A
4657,0d:5h:09m:30.605 869s,Integrated Vertical Acceleration,0x80EAB7B5
4658,0d:5h:09m:30.608 749s,Present Position - Latitude,0x1B05FC8
4659,0d:5h:09m:30.611 629s,Present Position - Longitude,0x8ED82FC9
4660,0d:5h:09m:30.614 509s,Ground Speed,0x806960CA
4661,0d:5h:09m:30.617 389s,Pitch Angle,0x9C8880D4
4662,0d:5h:09m:30.620 269s,Roll Angle,0x9CA3C0D5
4663,0d:5h:09m:30.623 149s,Body Pitch Rate,0x1FFE00D6
4664,0d:5h:09m:30.626 029s,Body Roll Rate,0x9FF200D7
4665,0d:5h:09m:30.628 909s,Body Yaw Rate,0x000400D8
4666,0d:5h:09m:30.631 789s,Body Longitudinal Acceleration,0x127D00D9
4667,0d:5h:09m:30.634 669s,Body Lateral Acceleration,0x176900DA
4668,0d:5h:09m:30.637 549s,Body Normal Acceleration,0x9ABF00DB
4669,0d:5h:09m:30.640 429s,Altitude (Inertial),0x0050DEF1
4670,0d:5h:09m:30.643 309s,Vertical Acceleration,0x1ABF00F4
4671,0d:5h:09m:30.646 189s,Inertial Vertical Velocity (EFI),0x81E7E0F5
4672,0d:5h:09m:30.649 069s,g,0x00EA80F8
4673,0d:5h:09m:30.685 725s,Magnetic Heading,0x0A54C00C
4674,0d:5h:09m:30.688 605s,Set Magnetic Heading,0x825C0023
4675,0d:5h:09m:30.691 485s,Body Pitch Acceleration,0x1FFAE02A
4676,0d:5h:09m:30.694 365s,Body Roll Acceleration,0x1FE6802B
4677,0d:5h:09m:30.697 245s,Body Yaw Acceleration,0x1FFEA02C
4678,0d:5h:09m:30.700 125s,Altitude Rate,0x81DE008A
4679,0d:5h:09m:30.703 005s,Altitude Rate,0x800E089A
4680,0d:5h:09m:30.705 885s,Integrated Vertical Acceleration,0x80EC0CB5
4681,0d:5h:09m:30.708 765s,Present Position - Latitude,0x1B05FC8
4682,0d:5h:09m:30.711 645s,Present Position - Longitude,0x8ED82FC9
4683,0d:5h:09m:30.714 525s,Ground Speed,0x806840CA
4684,0d:5h:09m:30.717 405s,Pitch Angle,0x9C9C80D4
4685,0d:5h:09m:30.720 285s,Roll Angle,0x1CE5C0D5
4686,0d:5h:09m:30.723 165s,Body Pitch Rate,0x1FFE00D6
4687,0d:5h:09m:30.726 045s,Body Roll Rate,0x1FF000D7
4688,0d:5h:09m:30.728 925s,Body Yaw Rate,0x000400D8
4689,0d:5h:09m:30.731 805s,Body Longitudinal Acceleration,0x927600D9
4690,0d:5h:09m:30.734 685s,Body Lateral Acceleration,0x185600DA
4691,0d:5h:09m:30.737 565s,Body Normal Acceleration,0x9B0300DB
4692,0d:5h:09m:30.740 445s,Altitude (Inertial),0x0050FFF1
4693,0d:5h:09m:30.743 325s,Vertical Acceleration,0x1B0300F4
4694,0d:5h:09m:30.746 205s,Inertial Vertical Velocity (EFI),0x01DE00F5
4695,0d:5h:09m:30.749 085s,g,0x00EC80F8
4696,0d:5h:09m:30.785 709s,Magnetic Heading,0x0A56400C
4697,0d:5h:09m:30.788 589s,Set Magnetic Heading,0x825C0023
4698,0d:5h:09m:30.791 469s,Body Pitch Acceleration,0x9FFAC02A
4699,0d:5h:09m:30.794 349s,Body Roll Acceleration,0x1FE7C02B
4700,0d:5h:09m:30.797 229s,Body Yaw Acceleration,0x9FFE802C
4701,0d:5h:09m:30.800 109s,Altitude Rate,0x01DA008A
4702,0d:5h:09m:30.802 989s,Altitude Rate,0x000DE49A
4703,0d:5h:09m:30.805 869s,Integrated Vertical Acceleration,0x80ED6BB5
4704,0d:5h:09m:30.808 749s,Present Position - Latitude,0x1B05FC8
4705,0d:5h:09m:30.811 629s,Present Position - Longitude,0x8ED82FC9
4706,0d:5h:09m:30.814 509s,Ground Speed,0x0067C0CA
4707,0d:5h:09m:30.817 389s,Pitch Angle,0x1CB080D4
4708,0d:5h:09m:30.820 269s,Roll Angle,0x1D2E00D5
4709,0d:5h:09m:30.823 149s,Body Pitch Rate,0x9FFD80D6
4710,0d:5h:09m:30.826 029s,Body Roll Rate,0x9FEF00D7
4711,0d:5h:09m:30.828 909s,Body Yaw Rate,0x000400D8
4712,0d:5h:09m:30.831 789s,Body Longitudinal Acceleration,0x91FD00D9
4713,0d:5h:09m:30.834 669s,Body Lateral Acceleration,0x99BB00DA
4714,0d:5h:09m:30.837 549s,Body Normal Acceleration,0x9C7F00DB
4715,0d:5h:09m:30.840 429s,Altitude (Inertial),0x80512BF1
4716,0d:5h:09m:30.843 309s,Vertical Acceleration,0x1C7F00F4
4717,0d:5h:09m:30.846 189s,Inertial Vertical Velocity (EFI),0x81D000F5
4718,0d:5h:09m:30.849 069s,g,0x80EC00F8
4719,0d:5h:09m:30.885 709s,Magnetic Heading,0x0A59400C
4720,0d:5h:09m:30.888 589s,Set Magnetic Heading,0x825C0023
4721,0d:5h:09m:30.891 469s,Body Pitch Acceleration,0x9FFA602A
4722,0d:5h:09m:30.894 349s,Body Roll Acceleration,0x9FEB202B
4723,0d:5h:09m:30.897 229s,Body Yaw Acceleration,0x9FFE202C
4724,0d:5h:09m:30.900 109s,Altitude Rate,0x81CC008A
4725,0d:5h:09m:30.902 989s,Altitude Rate,0x000D9C9A
4726,0d:5h:09m:30.905 869s,Integrated Vertical Acceleration,0x00F2FDB5
4727,0d:5h:09m:30.908 749s,Present Position - Latitude,0x1B05FC8
4728,0d:5h:09m:30.911 629s,Present Position - Longitude,0x8ED82FC9
4729,0d:5h:09m:30.914 509s,Ground Speed,0x806740CA
4730,0d:5h:09m:30.917 389s,Pitch Angle,0x9CB780D4
4731,0d:5h:09m:30.920 269s,Roll Angle,0x1D4800D5
4732,0d:5h:09m:30.923 149s,Body Pitch Rate,0x9FFD80D6
4733,0d:5h:09m:30.926 029s,Body Roll Rate,0x9FEE80D7
4734,0d:5h:09m:30.928 909s,Body Yaw Rate,0x000400D8
4735,0d:5h:09m:30.931 789s,Body Longitudinal Acceleration,0x91E300D9
4736,0d:5h:09m:30.934 669s,Body Lateral Acceleration,0x9B2A00DA
4737,0d:5h:09m:30.937 549s,Body Normal Acceleration,0x9CFD00DB
4738,0d:5h:09m:30.940 429s,Altitude (Inertial),0x805155F1
4739,0d:5h:09m:30.943 309s,Vertical Acceleration,0x1CFD00F4
4740,0d:5h:09m:30.946 189s,Inertial Vertical Velocity (EFI),0x01C1E0F5
4741,0d:5h:09m:30.949 069s,g,0x80EF00F8
4742,0d:5h:09m:30.985 709s,Magnetic Heading,0x0A5A400C
4743,0d:5h:09m:30.988 589s,Set Magnetic Heading,0x825C0023
4744,0d:5h:09m:30.991 469s,Body Pitch Acceleration,0x1FFA402A
4745,0d:5h:09m:30.994 349s,Body Roll Acceleration,0x1FEEC02B
4746,0d:5h:09m:30.997 229s,Body Yaw Acceleration,0x9FFDE02C
4747,0d:5h:09m:31.000 109s,Altitude Rate,0x01BC008A
4748,0d:5h:09m:31.002 989s,Altitude Rate,0x800D589A
4749,0d:5h:09m:31.005 869s,Integrated Vertical Acceleration,0x80F4B1B5
4750,0d:5h:09m:31.008 749s,Present Position - Latitude,0x1B05FC8
4751,0d:5h:09m:31.011 629s,Present Position - Longitude,0x8ED82FC9
4752,0d:5h:09m:31.014 509s,Ground Speed,0x8066C0CA
4753,0d:5h:09m:31.017 389s,Pitch Angle,0x9CCC80D4
4754,0d:5h:09m:31.020 269s,Roll Angle,0x9D9A40D5
4755,0d:5h:09m:31.023 149s,Body Pitch Rate,0x1FFD00D6
4756,0d:5h:09m:31.026 029s,Body Roll Rate,0x9FED80D7
4757,0d:5h:09m:31.028 909s,Body Yaw Rate,0x000400D8
4758,0d:5h:09m:31.031 789s,Body Longitudinal Acceleration,0x11C900D9
4759,0d:5h:09m:31.034 669s,Body Lateral Acceleration,0x9BB300DA
4760,0d:5h:09m:31.037 549s,Body Normal Acceleration,0x1D2C00DB
4761,0d:5h:09m:31.040 429s,Altitude (Inertial),0x005164F1
4762,0d:5h:09m:31.043 309s,Vertical Acceleration,0x9D2C00F4
4763,0d:5h:09m:31.046 189s,Inertial Vertical Velocity (EFI),0x81BCA0F5
4764,0d:5h:09m:31.049 069s,g,0x80EF00F8
4765,0d:5h:09m:31.085 709s,Magnetic Heading,0x0A5D000C
4766,0d:5h:09m:31.088 589s,Set Magnetic Heading,0x825C0023
4767,0d:5h:09m:31.091 469s,Body Pitch Acceleration,0x1FFA402A
4768,0d:5h:09m:31.094 349s,Body Roll Acceleration,0x1FF3602B
4769,0d:5h:09m:31.097 229s,Body Yaw Acceleration,0x9FFD202C
4770,0d:5h:09m:31.100 109s,Altitude Rate,0x81B4008A
4771,0d:5h:09m:31.102 989s,Altitude Rate,0x800D209A
4772,0d:5h:09m:31.105 869s,Integrated Vertical Acceleration,0x80F756B5
4773,0d:5h:09m:31.108 749s,Present Position - Latitude,0x1B05FC8
4774,0d:5h:09m:31.111 629s,Present Position - Longitude,0x8ED82FC9
4775,0d:5h:09m:31.114 509s,Ground Speed,0x8065C0CA
4776,0d:5h:09m:31.117 389s,Pitch Angle,0x9CE140D4
4777,0d:5h:09m:31.120 269s,Roll Angle,0x9DED40D5
4778,0d:5h:09m:31.123 149s,Body Pitch Rate,0x1FFD00D6
4779,0d:5h:09m:31.126 029s,Body Roll Rate,0x1FEC80D7
4780,0d:5h:09m:31.128 909s,Body Yaw Rate,0x000380D8
4781,0d:5h:09m:31.131 789s,Body Longitudinal Acceleration,0x117700D9
4782,0d:5h:09m:31.134 669s,Body Lateral Acceleration,0x9DB000DA
4783,0d:5h:09m:31.137 549s,Body Normal Acceleration,0x1E4A00DB
4784,0d:5h:09m:31.140 429s,Altitude (Inertial),0x80518BF1
4785,0d:5h:09m:31.143 309s,Vertical Acceleration,0x9E4A00F4
4786,0d:5h:09m:31.146 189s,Inertial Vertical Velocity (EFI),0x01AE80F5
4787,0d:5h:09m:31.149 069s,g,0x00F000F8
4788,0d:5h:09m:31.185 709s,Magnetic Heading,0x8A60000C
4789,0d:5h:09m:31.188 589s,Set Magnetic Heading,0x825C0023
4790,0d:5h:09m:31.191 469s,Body Pitch Acceleration,0x1FFA802A
4791,0d:5h:09m:31.194 349s,Body Roll Acceleration,0x9FF9402B
4792,0d:5h:09m:31.197 229s,Body Yaw Acceleration,0x1FFBC02C
4793,0d:5h:09m:31.200 109s,Altitude Rate,0x01A4008A
4794,0d:5h:09m:31.202 989s,Altitude Rate,0x000CDC9A
4795,0d:5h:09m:31.205 869s,Integrated Vertical Acceleration,0x80FA08B5
4796,0d:5h:09m:31.208 749s,Present Position - Latitude,0x1B05FC8
